0.2766,0.0900,0.1253,1.4257
0.0331,0.1257,0.1751,1.9252
0.2846,0.0648,0.0814,2.4863
0.0435,0.0664,0.1219,1.7011
0.0286,0.0610,0.0863,2.2167
0.0366,0.1748,0.7553,1.9326
0.0368,0.0786,0.1133,1.4208
0.0525,0.0532,0.1364,1.8554
0.0346,0.0639,0.1279,1.4765
0.0453,0.0773,0.3967,1.8051
0.0496,0.0483,0.0996,2.8671
0.0381,0.0846,0.1223,1.5830
0.0554,0.1348,0.1508,1.8925
0.0420,0.0723,0.3259,1.6230
0.0362,0.0733,0.0973,1.4101
0.0559,0.0903,0.4382,1.7207
0.0414,0.0539,0.0759,1.8154
0.0499,0.0847,0.1274,1.6298
0.0432,0.0610,0.1086,1.7622
0.0375,0.0781,0.1390,1.8359
0.0506,0.0676,0.1278,1.6679
0.0329,0.0723,0.0994,1.5156
0.0623,0.4974,1.3085,1.4208
0.0484,0.0758,0.3552,1.5380
0.0364,0.0539,0.0795,1.7167
0.0389,0.0685,0.0706,1.4140
0.0505,0.0696,0.1390,1.5712
0.0412,0.0690,0.1618,2.0039
0.0343,0.0511,0.3713,1.9702
0.0373,0.0615,0.1145,1.75
0.3151,0.7797,1.0615,1.7812
0.3127,0.7768,1.4707,1.7060
0.0545,0.0861,0.1142,1.8798
0.0612,0.0662,0.1113,1.3310
0.0465,0.1010,0.1459,1.3662
0.1130,0.0781,0.5869,1.7978
0.0520,0.1447,0.4018,1.7792
0.3122,0.7368,1.3564,1.6484
0.0390,0.1086,0.4536,1.6982
0.0428,0.1150,0.2333,1.6914
0.0353,0.1082,0.1184,1.1992
0.0466,0.0748,0.1436,1.6337
0.2761,0.0735,0.1505,1.7128
0.0347,0.1662,0.1046,1.5339
0.0467,0.0633,0.0949,1.2470
0.0440,0.0630,0.2055,1.4931
0.3105,0.0794,0.1017,2.0039
0.0437,0.7734,1.5244,1.6728
0.0370,0.2058,0.1354,2.2841
0.0421,0.0597,0.1155,1.4916
0.0309,0.0845,0.1063,1.8242
0.0395,0.0764,0.1403,1.4794
0.0472,0.0626,0.1015,2.5781
0.0510,0.1416,0.2622,1.6142
0.0491,0.0931,0.2198,1.6469
0.0628,0.4689,1.6826,1.5878
0.0321,0.0796,0.3127,1.9375
0.0347,0.3122,0.0823,1.5053
0.0357,0.0563,0.0657,1.1992
0.0512,0.0784,0.1324,1.4140
0.2956,0.0875,0.1668,1.7656
0.0397,0.0717,0.4448,1.1904
0.0331,0.0622,0.0714,1.5019
0.0495,0.0974,0.2338,1.9912
0.0491,0.0955,0.1419,1.8134
0.0435,0.0721,0.1372,1.5419
0.0344,0.0722,0.1551,1.7402
0.0356,0.0523,0.1926,2.4414
0.3034,0.0584,0.2178,1.6884
0.0354,0.0906,0.1289,1.6083
0.0388,0.0572,0.1115,1.6181
0.0554,0.0564,0.1015,1.2246
0.0703,0.3276,0.0985,1.5380
0.0524,0.8461,0.0746,2.4589
0.0380,0.1378,0.2302,1.9238
0.0376,0.0870,2.2382,1.5888
0.2873,0.8188,1.2656,1.8100
0.0284,0.0706,0.1958,1.4111
0.0279,0.0476,0.0613,1.4228
0.0365,0.0901,0.0831,1.9052
0.0406,0.0725,0.1032,1.4677
0.0378,0.1008,0.1016,1.5751
0.0382,0.0562,0.0769,1.5332
0.0370,0.0603,0.0794,1.4628
0.0391,0.0857,0.1252,1.9125
0.0281,0.0493,0.1141,1.9101
0.0332,0.0975,0.1200,1.5546
0.0291,0.0541,0.0646,1.2773
0.0494,0.1151,0.1285,2.0410
0.0476,0.0701,0.1245,1.9667
0.0431,0.0838,0.3897,1.8256
0.0372,0.0863,0.2475,1.4052
0.0413,0.1815,0.1901,1.5986
0.0483,0.0805,0.0949,1.6318
0.0525,0.1024,0.1810,1.4287
0.3188,0.6901,1.6591,1.8325
0.0398,0.0783,0.1685,1.4843
0.0622,0.0769,0.1126,1.2832
0.3163,0.9501,2.3704,2.7578
0.0458,0.0592,0.0874,2.2480
0.0513,0.1102,0.1978,1.9003
0.0458,0.0587,0.1271,1.6425
0.3056,0.0825,0.1343,1.6279
0.0436,0.7270,0.1788,1.8076
0.0862,0.1665,0.2297,0.1836
0.0308,0.1584,0.2446,1.6318
0.0377,0.0615,0.0889,1.8623
0.0482,0.0680,0.1160,1.2392
0.3103,0.7285,1.5283,1.9199
0.0460,0.1011,0.3536,1.6406
0.0440,0.0745,0.3117,2.0761
0.0321,0.0695,0.0914,1.5830
0.3125,0.0924,0.0894,1.5986
0.0460,0.0599,0.1041,1.9960
0.0371,0.0583,0.0614,2.2636
0.0366,0.0740,1.3212,1.7587
0.0346,0.1102,0.0980,1.7031
0.0529,0.0855,0.1246,1.6767
0.0463,0.7436,0.1031,1.4682
0.0366,0.1133,0.1485,1.4248
0.0301,0.0795,0.1600,1.8613
0.0424,0.0587,0.0828,1.7807
0.0413,0.0495,0.0604,1.1884
0.0339,0.0540,0.0913,1.7114
0.0350,0.0496,0.0757,1.9921
0.0385,0.0440,0.0580,1.2626
0.0380,0.0642,0.1270,2.1035
0.1746,0.0552,0.0886,1.4990
0.0390,0.0719,0.0854,1.4184
0.3210,0.7680,1.4658,1.8935
0.0356,0.0481,0.0618,1.4340
0.0314,0.0614,0.1036,1.7851
0.2854,0.8115,1.4218,1.5185
0.0606,0.6591,1.8730,2.5507
0.0308,0.0572,0.0765,1.7832
0.2858,0.0769,0.0847,1.5
0.2939,0.0758,0.1265,1.3291
0.0637,0.0713,0.1231,1.6054
0.3051,0.0558,0.0725,1.1767
0.0540,0.0808,0.4433,1.4853
0.0298,0.1133,0.2120,1.9111
0.0338,0.0481,0.1024,2.1523
0.0321,0.0905,0.0787,1.2412
0.0426,0.0878,0.0856,1.6337
0.0338,0.0642,0.0645,1.5810
0.0373,0.0717,0.1800,2.2207
0.0423,0.1175,0.3015,1.4458
0.0347,0.0609,0.0894,1.5185
0.0419,0.0673,0.2656,1.4697
0.2932,0.0674,0.1235,1.3873
0.2836,0.7817,1.5195,1.8554
0.3103,0.2181,0.3269,1.3281
0.0348,0.1191,0.2297,1.8725
0.0550,0.0891,0.1189,1.7890
0.2983,0.2016,0.3955,1.8681
0.0380,0.0587,0.0927,1.3740
0.0519,0.0946,0.1015,2.1796
0.0301,0.0842,0.1715,1.9130
0.2746,0.0751,0.1228,1.8974
0.0332,0.1535,0.1895,1.8618
0.0383,0.2208,0.4398,1.7460
0.0343,0.0626,0.1063,1.7060
0.0490,0.1000,0.1898,1.5092
0.0561,0.1140,0.2048,1.6791
0.0394,0.1033,0.4583,2.2832
0.2968,0.1730,0.5139,1.9697
0.0525,0.8066,1.9335,1.7197
0.0434,0.1211,0.1651,1.7949
0.0513,0.0795,0.1197,1.9853
0.0493,0.1210,0.1894,1.7089
0.0380,0.0734,0.0860,1.8906
0.0444,0.0476,0.0818,2.0976
0.0360,0.0889,0.8986,2.1132
0.0453,0.0518,0.0741,1.6503
0.1009,0.0882,0.1768,2.2252
0.1354,0.1122,0.2155,1.9560
0.3269,0.4997,1.7724,1.8847
0.0299,0.0556,0.0933,1.9541
0.0397,0.0544,0.0817,2.1171
0.3059,0.0520,0.0503,1.7490
0.0347,0.0656,0.0979,1.4257
0.0538,0.8095,1.9677,2.8222
0.0360,0.0721,0.1211,1.9619
0.0392,0.2104,0.2299,1.4863
0.0360,0.0543,0.0612,1.9511
0.0801,0.8002,1.6500,1.7758
0.3073,0.0781,0.1588,1.2871
0.0341,0.0677,0.1038,1.6298
0.0306,0.0801,0.0845,1.7353
0.0413,0.0500,0.2673,2.0644
0.0453,0.1078,0.1647,1.6772
0.0344,0.0787,0.1541,1.6816
0.0279,0.0523,0.0777,1.5693
0.0499,0.0704,0.2279,1.9443
0.2104,0.8366,1.7211,1.9960
0.0504,0.0727,0.1298,2.0917
0.0398,0.0547,0.2061,1.2382
0.0395,0.0896,0.1110,1.4091
0.3032,0.0612,1.6025,1.7578
0.0299,0.0863,0.1007,1.7412
0.0544,0.1104,0.1899,1.8623
0.0368,0.0549,0.0928,1.4033
0.0466,0.8554,0.0828,1.6708
0.3208,0.7915,2.0019,1.8320
0.0398,0.0567,0.0966,1.6005
0.0395,0.1163,0.1425,1.5849
0.2719,0.1163,0.2009,2.7265
0.0435,0.6835,1.7080,2.1679
0.0469,0.8481,0.125,2.0527
0.0516,0.0847,0.1010,1.5585
0.0380,0.0822,0.0905,1.6191
0.0296,0.0556,0.0661,1.3183
0.0715,0.0910,0.0928,1.5947
0.0581,0.1140,0.2866,1.4375
0.0381,0.0515,0.2052,1.8466
0.0309,0.7622,0.0737,1.9482
0.0466,0.0806,0.1087,1.6572
0.0417,0.0696,0.1173,1.6591
0.0538,0.1033,0.1503,1.7509
0.0350,0.0583,0.0722,1.6254
0.2966,0.0570,0.0792,1.6562
0.3107,0.7548,1.4726,1.6440
0.0493,0.0739,0.1000,2.1992
0.3027,0.0629,0.0985,1.6806
0.0483,0.0700,0.0964,1.7402
0.0401,0.1403,0.2556,1.2607
0.3105,0.7949,1.1025,1.6328
0.1634,0.0624,0.1330,1.3339
0.3061,0.0578,0.0803,1.4091
0.0446,0.0826,0.2863,2.1630
0.0640,0.0819,0.1574,1.4345
0.0761,0.1123,0.2718,1.6074
0.0476,0.0688,1.2431,1.5810
0.0354,0.1039,1.3398,1.7666
0.0516,0.0677,0.1249,1.7451
0.0379,0.0819,0.0975,1.6748
0.0387,0.7470,0.0653,1.7421
0.0334,0.1171,0.2912,1.6650
0.0358,0.0662,0.0892,1.7558
0.0398,0.1287,0.1800,1.6787
0.0363,0.0713,0.0950,1.7207
0.0438,0.0526,0.1466,1.3753
0.0375,0.0634,0.1966,1.9814
0.0626,0.0496,0.1091,1.8032
0.0708,0.1233,0.2280,1.4277
0.3000,0.0927,1.2734,1.7900
0.0805,0.2763,0.4594,1.5937
0.2866,0.0433,0.0863,1.6201
0.0461,0.1154,0.2429,1.5878
0.2611,0.0511,0.1085,2.2343
0.0760,0.1373,0.2304,2.0683
0.0619,0.0687,0.2001,1.3222
0.0476,0.1284,0.3332,1.6884
0.0311,0.0709,0.1839,2.4072
0.2670,0.1119,0.1909,1.3173
0.0397,0.0775,0.1246,2.0690
0.0327,0.2374,0.3432,1.8476
0.0625,0.0857,0.4001,1.7841
0.0477,0.0717,0.1408,2.0859
0.3083,0.6293,0.1937,1.5
0.0491,0.0565,0.0902,1.8315
0.0439,0.0628,0.0817,1.9218
0.0564,0.0938,0.3055,2.2122
0.0377,0.0645,0.2011,1.9947
0.2409,0.7631,1.6513,1.7900
0.0336,0.1287,0.1138,1.4814
0.0398,0.0727,0.1541,1.4514
0.0416,0.7202,0.0944,1.7275
0.0356,0.0830,0.1864,1.3769
0.0491,0.0909,0.1051,1.2924
0.2937,0.0797,0.0951,1.6240
0.1351,0.1041,0.1776,1.9863
0.0409,0.0556,0.0952,1.6396
0.0330,0.0889,0.1303,1.1435
0.0422,0.0613,0.1673,1.8281
0.0342,0.0931,0.1211,1.8564
0.0346,0.0788,0.1900,1.3710
0.0913,0.0591,0.1124,1.5986
0.0350,0.0985,0.1568,1.7021
0.0295,0.0566,0.0690,1.4912
0.3111,0.1108,0.1004,1.4882
0.0479,0.1176,0.1888,1.7646
0.0487,0.1134,0.1617,1.3173
0.0468,0.0574,0.0721,1.8515
0.0374,0.0742,0.1196,1.9140
0.0397,0.0715,0.1162,1.9570
0.3082,0.6943,1.2084,1.5927
0.0431,0.0840,0.1679,1.5087
0.3107,0.0562,0.0976,1.5932
0.0384,0.0643,0.1824,1.5527
0.3325,0.7431,1.2548,1.4453
0.0543,0.0670,0.0890,1.3398
0.0332,0.0713,0.0933,1.5234
0.1444,0.0737,0.1815,1.9560
0.0462,0.0844,0.1358,2.3085
0.0326,0.1130,0.2807,2.0273
0.0347,0.0527,0.3137,1.6289
0.0425,0.1154,0.1791,2.0859
0.0379,0.1119,0.0805,1.5683
0.2897,0.0834,1.0439,1.9658
0.1810,0.7465,1.5664,2.2929
0.2951,0.7856,0.0949,1.3603
0.0386,0.0808,0.1062,1.4970
0.1053,0.8286,1.3720,1.5263
0.0436,0.0677,0.1573,1.3769
0.2883,0.1229,0.2600,1.3642
0.0383,0.0545,0.0889,1.4677
0.0400,0.1898,0.6987,1.4189
0.0292,0.0537,0.0859,1.6835
0.0307,0.7949,0.5913,1.4472
0.0315,0.0625,0.1042,2.3593
0.0674,0.1865,0.4575,2.3144
0.2884,0.1214,0.1505,2.1718
0.0601,0.2824,0.3833,2.0117
0.0346,0.0646,0.1276,2.1474
0.0624,0.0929,0.3088,1.8798
0.2827,0.8625,1.6083,1.6655
0.2902,0.8613,1.4892,1.9296
0.3107,0.0686,0.3227,1.5190
0.0345,0.0741,0.0968,1.4541
0.0737,0.0744,0.1369,1.6259
0.0540,0.3148,0.6213,2.5449
0.0435,0.0731,0.1034,2.1601
0.0322,0.0598,0.1582,1.5078
0.0435,0.0848,0.0818,1.3164
0.0350,0.0561,0.0745,1.9345
0.0535,0.0908,0.1779,2.1904
0.0394,0.0812,0.1140,1.4262
0.0435,0.0980,0.1038,1.8876
0.2958,0.1090,0.1339,1.5087
0.0611,0.0832,0.1802,2.9804
0.0447,0.0825,0.1337,1.4169
0.0389,0.0565,0.0948,1.5869
0.0431,0.0915,0.0835,1.7685
0.0348,0.0684,0.1804,1.4150
0.0389,0.0977,0.1363,1.3251
0.0439,0.0754,0.2645,1.7197
0.0356,0.1670,0.4822,1.6158
0.0558,0.0742,0.2055,1.3583
0.0287,0.1057,0.1239,1.8046
0.0313,0.0616,0.1281,2.0278
0.0365,0.0694,0.1025,1.9801
0.0524,0.7387,1.4541,1.9775
0.0592,0.1071,0.1453,1.5200
0.0421,0.0836,0.1826,1.4404
0.0489,0.0576,0.0670,1.2685
0.3085,0.0835,0.1534,1.7373
0.0430,0.0602,0.0975,1.5126
0.3188,0.0781,0.0895,1.4482
0.0328,0.0590,0.0847,1.5800
0.0397,0.0578,0.5126,1.8476
0.0337,0.0601,0.0839,2.0878
0.0331,0.0782,0.1121,1.9921
0.0484,0.0717,0.0859,1.8261
0.0348,0.0520,0.0677,1.5283
0.3045,0.8107,1.4130,1.6132
0.0534,0.0555,0.0869,1.3056
0.0390,0.0724,0.0849,1.6962
0.0442,0.8237,0.6499,1.5605
0.0310,0.1130,0.1796,1.6289
0.0710,0.7421,1.4619,1.8076
0.0371,0.0809,0.1441,2.2636
0.0318,0.0609,0.0760,1.8652
0.3090,0.0681,0.1057,1.5605
0.0847,0.8085,1.3222,1.8916
0.0361,0.0938,0.1342,1.5458
0.0282,0.4475,0.1776,1.7031
0.0364,0.0477,0.0842,1.6113
0.0299,0.0588,0.0658,1.9794
0.0404,0.0838,1.0771,1.4804
0.2631,0.8359,1.6132,2.2402
0.0778,0.4837,0.1757,2.0104
0.0572,0.1461,0.3186,0.1811
0.0503,0.1783,0.3542,1.5039
0.0397,0.0751,0.0910,1.5390
0.0450,0.0596,0.1146,1.6435
0.0346,0.0554,0.1569,2.2167
0.0332,0.0538,0.0779,1.5039
0.0465,0.2121,0.4394,2.3105
0.0413,0.0619,0.0685,1.3037
0.2944,0.0755,0.3175,2.0976
0.2854,0.1124,0.1802,1.8398
0.2844,0.0836,0.1341,1.5019
0.0740,0.0841,0.1511,1.5136
0.0464,0.0961,0.2333,1.3120
0.0435,0.0708,0.0939,1.8095
0.0409,0.2548,0.3474,1.2880
0.0390,0.0738,0.1690,2.5269
0.0575,0.0841,0.1829,1.8173
0.0349,0.0580,0.0760,1.2724
0.0377,0.8403,0.3383,1.4339
0.0361,0.0922,0.1110,1.9990
0.0383,0.8022,0.0785,1.6474
0.0408,0.0763,0.0807,1.8046
0.0354,0.0584,0.1260,1.5908
0.0268,0.0575,0.1035,1.7636
0.0344,0.1221,1.0693,1.7089
0.2009,0.5791,2.0195,2.0957
0.0320,0.0681,0.1390,2.0449
0.0415,0.0665,0.1076,1.9658
0.0523,0.1096,0.6235,1.6826
0.0409,0.0585,0.1218,1.7089
0.0296,0.1026,0.1259,1.3710
0.0331,0.0911,0.0955,1.3447
0.0677,0.1119,0.1482,1.7392
0.0386,0.0657,0.0941,2.2656
0.0432,0.1079,0.1384,1.4555
0.0438,0.1099,0.1347,1.6660
0.0315,0.0780,0.0834,1.4970
0.3027,0.2810,0.5549,1.7832
0.0746,0.7246,1.8925,1.8818
0.0341,0.0895,0.1533,1.9414
0.2712,0.0727,0.1402,1.9238
0.0447,0.0755,0.1049,1.5410
0.3068,0.8128,1.7688,1.8004
0.0354,0.0538,0.0835,1.7597
0.0552,0.0598,0.0958,1.3906
0.0444,0.1104,0.2675,1.8632
0.0404,0.0575,0.1315,2.3408
0.0642,0.0892,0.3122,0.2325
0.0395,0.0757,0.2329,2.3828
0.0319,0.0786,0.0922,1.9282
0.0446,0.0964,0.1558,2.2207
0.0317,0.0702,0.1555,1.5986
0.2939,0.7265,1.7568,1.6757
0.0407,0.0954,0.0916,2.1367
0.0306,0.0591,0.1094,1.3115
0.0500,0.0645,0.1057,1.6933
0.0301,0.0522,0.0786,1.6923
0.0355,0.0573,0.0632,1.8564
0.0377,0.0580,0.1618,1.5268
0.0302,0.0560,0.9516,2.1621
0.0572,0.1475,0.2336,1.8183
0.0494,0.1292,0.1817,1.9023
0.0519,0.1154,0.1401,1.8974
0.0391,0.0598,0.0950,1.8574
0.3398,0.8007,1.4287,1.5634
0.3041,0.0472,0.0917,1.9179
0.0875,0.8359,1.2988,2.0371
0.0399,0.0775,1.5673,1.3906
0.0428,0.1998,0.1677,1.5966
0.0483,0.0805,0.0930,1.7568
0.0342,0.0737,0.1685,1.9355
0.3110,0.7519,1.8095,1.7919
0.0385,0.0831,0.1031,1.6562
0.0351,0.0691,0.0862,1.5214
0.0500,0.0679,0.0881,1.6064
0.0437,0.1638,0.3050,1.7841
0.0447,0.2707,0.3109,1.7036
0.2105,0.7670,1.6787,1.7363
0.0490,0.0785,0.1120,1.6572
0.0693,0.1082,0.1774,1.8261
0.0662,0.0876,0.1197,1.7407
0.2775,0.9252,1.9082,1.6386
0.2651,0.0564,0.0794,2.1425
0.0717,0.1027,0.1981,1.5820
0.0363,0.0761,0.0594,1.9284
0.0527,0.0777,0.0827,1.7333
0.0306,0.1615,0.1845,1.7941
0.0453,0.1230,0.1759,2.2695
0.0457,0.0728,0.0889,1.6503
0.0425,0.8364,2.3203,2.2412
0.0499,0.1535,0.1972,1.1279
0.0424,0.0537,0.1086,2.0039
0.0484,0.0441,0.0692,1.2744
0.0578,0.0968,0.2397,2.1943
0.0480,0.0647,0.0750,1.4736
0.0415,0.0780,0.2069,1.9204
0.0582,0.0721,0.1604,1.6318
0.0455,0.1239,0.0873,1.9833
0.0520,0.0894,0.1173,1.7783
0.0346,0.1375,0.2624,1.8515
0.0293,0.0871,0.1260,1.4863
0.2944,0.0660,0.1281,1.6806
0.0394,0.0805,0.0888,1.6347
0.0408,0.0788,0.1293,1.4902
0.0312,0.0523,0.1096,1.6386
0.1687,0.2224,0.2133,0.0883
0.0750,0.0828,0.1004,1.5175
0.0367,0.0686,0.8540,1.8642
0.0434,0.0620,0.1164,2.1123
0.2778,0.0861,0.1270,2.0488
0.0358,0.0639,0.0887,2.1035
0.0508,0.0649,0.0910,1.8183
0.0505,0.0579,0.1079,2.3417
0.2961,0.0795,0.0918,2.2714
0.0395,0.1062,0.1684,1.7861
0.0379,0.0895,0.3187,1.25
0.0494,0.0679,0.3892,1.5874
0.0568,0.0632,0.2044,2.5566
0.0684,0.8613,0.1922,2.5292
0.2600,0.8059,1.8271,1.6987
0.0426,0.0590,0.0697,1.5273
0.0355,0.0717,0.1796,1.4394
0.0381,0.0704,0.2436,1.7136
0.0487,0.2846,0.0946,1.5229
0.0266,0.0594,0.0947,1.9254
0.2514,0.8051,1.7626,1.6660
0.0466,0.7460,1.2871,1.6113
0.0460,0.0606,0.1130,1.5180
